condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
3,6,990,90,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,7,1990,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
4,7,1310,0,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1130,510,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,7,1350,420,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,8,2050,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,5,1170,0,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
4,7,1340,0,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
5,7,1120,1120,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,5,880,0,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,8,2170,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,1260,0,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1380,500,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
5,7,1620,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,1610,0,1996-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
4,10,3330,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,9,1370,0,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001994,98199
3,6,690,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,7,2570,600,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
4,7,1010,980,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,6,1080,0,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,6,1090,780,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,7,1370,300,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,9,2800,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,9,3460,0,2011-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,7,1930,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,9,1750,620,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002008,98107
3,7,1180,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,7,1320,0,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,7,1350,0,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,1068,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
4,7,1040,540,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,7,1690,0,1907-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,11,4490,630,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,10,3960,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
5,9,1870,550,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98105
3,8,1910,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,8,1130,310,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1510,810,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
3,8,1670,0,1931-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,7,1390,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,9,2620,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,9,3040,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,9,1560,1430,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001991,98198
3,7,1210,530,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
2,6,1180,1180,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,7,1650,590,1901-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98102
4,7,1610,0,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,6,700,0,1945-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,1670,1060,2014-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,1080,700,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,9,3070,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,8,2060,0,1907-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001984,98102
5,7,1360,0,1934-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1430,0,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,1840,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
5,8,2000,0,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,1820,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,9,2330,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,7,1070,0,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
4,7,930,0,1909-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,6,1040,0,1921-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,8,1960,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,9,2040,930,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98024
3,9,2200,0,1932-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
5,10,3810,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,8,830,0,2009-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,10,3920,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
4,9,1350,1520,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,8,1330,1230,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
5,6,1350,0,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,8,910,330,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
4,7,1810,1400,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,7,1690,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,9,2550,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,7,2690,550,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,10,3560,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,2160,0,2007-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,9,3060,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,7,1690,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,1520,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,7,2040,0,1994-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,8,2180,180,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
4,7,1360,0,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
4,7,2000,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,8,1650,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,8,2500,0,1997-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,7,1140,0,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,9,2140,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
3,8,2870,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
5,6,830,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,8,1960,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,6,1130,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,11,3630,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
5,7,1764,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
4,8,1650,1120,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,9,2650,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
5,9,2370,130,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
4,7,2710,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
4,8,2490,0,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1500,0,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
5,5,580,580,1931-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
5,8,1440,440,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,7,1340,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,8,1960,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,8,1500,530,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
3,7,1440,760,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
5,9,1840,700,1930-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,1520,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
4,8,2080,280,1913-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,1340,0,1919-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,7,1400,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
4,8,1680,1350,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,10,3200,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
4,7,1030,550,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98007
4,7,1060,1060,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,7,1040,600,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,8,1520,370,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,7,1710,0,1907-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,6,1140,0,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002009,98033
5,8,1800,920,1919-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,7,950,700,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
4,8,1330,460,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1680,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
4,7,1250,950,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,6,830,0,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,770,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,10,3280,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
4,8,1220,860,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
4,9,2790,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,11,4150,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,7,1780,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,1460,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,8,1410,0,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
4,8,1300,870,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,6,690,0,1918-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,8,3000,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
5,6,870,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,9,1910,1260,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
4,6,770,770,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1270,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,8,1480,710,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,11,4410,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,9,2480,310,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,1170,340,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,7,990,810,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,1510,900,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
4,8,1480,770,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,6,950,0,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
3,8,1710,1150,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,8,1710,1150,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
4,7,1130,430,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,970,970,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,7,3480,100,1915-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001965,98125
3,7,2040,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98148
4,7,1700,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
5,8,1920,1780,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
4,8,1050,0,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
4,7,1690,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,7,1120,0,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,10,1090,400,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
4,7,1390,830,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,8,1880,280,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98105
3,7,870,0,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
4,8,1900,0,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,8,2470,900,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
4,7,2310,1060,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
4,7,880,0,1909-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,5,940,0,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,7,1340,0,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,7,1440,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,7,1750,0,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,8,2910,1080,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,8,2860,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,8,1940,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
5,7,1400,0,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
4,7,1770,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,8,1710,0,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,8,2810,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
4,8,1580,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,1580,0,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,1440,0,1937-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,10,2420,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
5,7,1930,0,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
5,7,1190,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001989,98059
3,7,1310,930,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,7,2550,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,6,920,0,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
4,7,1000,520,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
4,7,1460,0,1912-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
5,9,1450,450,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
1,7,1430,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,2500,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,5,720,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,7,850,290,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,10,3530,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,6,1220,0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,7,1320,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
4,8,1370,800,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,8,2020,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,8,1990,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,7,1480,1180,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
4,8,1780,580,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,9,2740,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
4,7,1000,360,1938-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
5,6,1230,0,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
4,7,1260,0,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98148
3,7,1040,0,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,8,1670,1030,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
4,7,1800,0,1906-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,1080,510,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
4,7,1140,220,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,7,1370,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,10,3320,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
4,8,1690,1290,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,1350,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,7,1160,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
4,8,1480,0,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
4,7,820,820,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,8,2680,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,7,1540,900,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,9,2920,0,1997-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,1780,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,8,1820,350,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,9,3880,1670,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,7,1260,800,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
5,6,1050,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,6,790,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
3,6,1010,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
4,6,1040,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,9,2060,1070,2014-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,6,900,0,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
3,7,1470,0,1918-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
5,5,1080,0,1900-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,7,1480,960,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
4,7,1320,1200,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,880,880,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98119
3,8,1220,600,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,8,1220,600,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,8,3040,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
4,8,1890,1600,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
4,8,1440,1000,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,8,2280,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001991,98125
4,9,1560,420,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
5,7,1180,1180,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
3,8,2390,1500,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002007,98178
4,7,1190,1110,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
3,7,910,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1140,0,1994-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,9,2390,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,7,1150,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
4,7,1270,1060,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
4,9,2420,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98007
5,6,580,380,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,6,1010,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98019
3,8,2370,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,8,1580,1300,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,8,2400,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98148
3,8,3670,0,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,7,840,300,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,7,1410,0,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98019
4,7,1530,0,1921-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,7,1460,260,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,6,1620,0,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,7,970,600,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
4,7,1990,0,1913-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
3,7,930,0,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
4,7,1210,340,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,7,1650,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,800,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,6,930,0,1919-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
4,7,1760,790,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
5,5,720,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,6,620,0,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
3,10,2360,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,8,1460,300,1960-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
4,7,1080,1020,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,9,2480,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,6,1040,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,7,1656,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98070
5,7,1790,300,1927-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,2520,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
3,6,700,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98136
3,11,4030,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,6,760,0,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,11,5180,1320,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98039
5,7,1720,120,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
4,7,1090,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
5,8,1800,1180,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,9,1460,440,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
4,10,2790,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
4,8,1020,260,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1510,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,6,920,0,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001980,98011
3,7,700,0,1927-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
5,7,1280,700,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98070
3,8,1440,0,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,9,2740,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,7,1400,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,1370,900,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,7,1310,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002013,98166
4,8,1680,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,9,2260,0,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
